user_name,rating,date,review
Annabelle,2,2025-09-27 18:16:43,"After 4 years of playing, my opinion remains unchanged. Your wins become more and MORE reliant on RNG the higher up you go. Past 6k trophies, you have to just BEG that your opponents deck doesn't have something that completely outclasses yours. Skill becomes less favourable higher up and you simply need to be lucky."
Anthony Franco,3,2025-08-14 22:02:04,"Over time, the game has gotten more pay-to-win methods. However, the game is very fun to play with friends. The cards you choose will determine if you win or lose. Climb the ranks and become a champion of trophies.(update) The game is pay-to-win. And every time I press play again I want it to stay on the same mode I chose instead of having to switch it back and forth after each match."
Natalia Elena chioreanu,2,2025-10-04 08:57:32,"The game is a fun enjoyable fighting game but sometimes its unfair as you level up arenas you can find commonly players that bought stronger cards than you or etc. Honestly its annoying because they can spam it too if the elixir went two times faster at the end of the battle if someone still didnt win, makes you loose your patience with them. As you level up arenas you will find them more and loose your crowns. I understand that the game makes profit from that but its annoying."
Scot Verbs,3,2025-10-26 03:13:25,"Been playing for few years now. loved it, hated it. updates have taken away from the game, the shop going was one of the worst, but the daily challenge going was a good one. I play longer now. without the shop, can't get Evo shards, and advance your deck very well. you have little conroll over what characters you can advance now. most of my deck is flashing green. no incentive to level up card not in decks. but want my deck level 15. can't tho. also can't play. up date. too big. need 3+gig? wow!"
Aiden Dunkley,2,2025-09-04 07:06:05,"I love this game. It is truly one of the best skill based games out there. However, Supercell has not been making very good choices over the past few months. Removing chests, removing the season shop, adding the vine spell and new Evolutions that completely break the game until they are nerfed into the ground, but not nerfing cards like prince that have needed a nerf for years are some examples. All of these changes just made it harder for free to play players to keep playing. Justice for f2p!"
Meldri Guerrero,1,2025-08-16 00:14:39,"Good. But for some reason, it deleted my account update. on August 15 2025. this game is just broken. In a sense that you are matched with players who have clearly paid for this game. with level 14 cards while you have level 11 cards. Royale, I know everything is about money. but, God damn. also, the developer are smart, not adding an option to message your opponent and let them know of the huge mismatched it was."
Pankaj Sharma,3,2025-09-29 21:29:15,Well its been 9 years since i started playing this game by SUPERCELL. Its obviously my favorite time pass ✅❤️ But over the years this game is becoming more and more money oriented. You pay money you get evolutions and cards and everything. But i still love it. And its the best one ever created by SUPERCELL.
Adam,1,2025-09-16 01:58:31,"Its a very fun game but some of the evo cards are just so game breaking its crazy. edit 1: Evo cards are mostly pay to win at this point too, since they aren't in crates or the shop. edit 2: sorry, just cant keep playing with evos since they're both game breaking and almost entirely pay to win. If it takes months to get 1 evo without paying real money for it, it's just gonna drive people away. I still win a lot it's just every time i see an evo I like the game less."
Cody Smith,2,2025-10-10 06:29:38,i really love this game on mobile but and im pretty good on mobile. i made a new acc so i could play at the begining again and its litterally impossible/ the game decides when u rank up as i should not loose to people on arena 1 with my skill and they are still really good for no reason. they made it so you need to spend money. now for the pc issue. it doesnt stop crashing and theres literally nothing wrong it just closes on my pc and it happens to many others. fix your game supercell please.
Zichen Zhan,2,2025-10-28 03:14:50,"a good game if it wasn't paid, like you can't play if you don't have money! it's not fair that I have lvl 11 cards while the enemy has lvl 14/15 cards and insulting me, the cards aren't even balanced, because if it's new then it's broken if it's old it's likely weak"
duddits s,2,2025-09-22 10:19:16,"pretty much a tycoon. and if your really good, you will just go against people who are better at 1 point so you keep having to play and slow your progress from reaching your goal. don't be fooled, it takes skill but sbmm just makes it a PVP tycoon. pretty much clash of clans just with the PVP part being the focus. wouldn't suggest it if it's was something you wanted to progress based on mostly skill like 6siege, chess, checkers, apex, u get it. take for face value . a mobile distraction but fun"
Enla Latenda,1,2025-10-15 21:27:50,"Terrible experience, clearly pay to play rewards get smaller every season then they release a 'balance' but ignore the fact that some card are horribly overpowered like Mega knight, wizard, and the tower but are happy to nerf cards that were just average. If you are thinking about playing this game be prepared to pay or lose, you might advance at a snails pace and it might feel like progress but understand they are controlling that snails pace progress. Do better Supercell!"
Ravishankar,1,2025-08-23 16:49:56,"This game no longer gives importance to player experience. If people pay, they are given overpowered characters that will roll over non paying users. In short, this game is no longer the balanced game that it was when it started. If you are poor, then don't even think of fun games."
Chad Scott,4,2025-08-14 00:01:09,"please change character ai. I shouldn't have to click on one, to check its stats then completely exit out and click on another to do the same. please make a way to click on one stats, and swipe on the top of screen to switch to the next. It takes a lot of time just to find good decks that way"
Caleb Bowman,1,2025-10-08 11:45:10,"This game is really fun at first, but the more you level up, the more its pay to win. Shame on the developers. The evo versions for $10 a piece makes it completely unfair to anyone who doesn't want to pay for a stupid mobile game. Definition of pay to win"
nieto,2,2025-09-27 21:27:45,"I love this game if I'm playing it on anything other than PC! It crashes almost every time I start a battle which absolutely sucks for my rank. It also has the worst performance of almost any game I've played, even with good WiFi."
Ross Forbes,1,2025-08-18 17:03:32,"I have played since the start and the gameplay is amazing but the game is let down by the very defensive nature of the game. This has not been addressed by lowering tower damage leaking elixir needs to cause damage to towers but not active king. Also repetitive decks are a problem that needs fixing, by higher frequency stats adjustment. Also evolutions are just a pay to win as they always come out far too strong B4 getting nerfed a few months later. Clan wars 2 should be scrapped it never worked"
Koholint,1,2025-11-01 19:07:41,"2v2 matchmaking is horrible 9 times outta 10, my teammate is either nonexistent or just plays randomly. You're forced to sit and watch the whole match instead of just leaving the game or else you have to wait a whole hour cause of some dumb ""penalty"". Game is a ragebait sim."
Jontán Muñoz,2,2025-10-02 10:25:43,"shame to see one of my childhood games turned out like this. all the changes aren't even bad I actually like them, its the matchmaking and the subtle ways it trys to force you to spend money. beautiful game just create some form of matchmaking and it would return to it's former glory (I just lost 5 games in a row to pay to win over leveled players)"
Sayan Biswas,1,2025-09-24 14:06:53,"Its now a pay to win game i have been playing this game for 6 years now i havent spent any money and i cant see the difference people with same level same tower level have cards with max level while im stuck at 11 or 12 i've been stuck at one arena for a month and im frustrated , skill dont matter here all that matters is how much you spent on this game . Im probably never gonna play this game again Thanks Supercell for ruining another beloved game of mine"
Saim S. Rashid,4,2025-10-07 02:12:59,"Even though this game is currently going through some hatred yet I love it so much. This game offers you combination of strategy and excitement. Each match feels different. But after all I only have one request for supercell to restart the season shop, coz it was back then our source of leveling up in our own way as we could buy what we need according to our wish. For no season shop, Events have become really unenjoyable and boring."
Noel Tan,1,2025-09-30 22:19:11,"It's good. But there are some overleveled players, annoying players , and players using non skilled decks. Another thing the trophies system is bad. For example you lost to an overleveled player guess what you lose 32 but when you win you gain like 28. And the last part is when you keep loosing it gives you a player that has no clan so ussualy its a bot."
Doubra Timbuodo,3,2025-11-03 19:04:05,"The games great, its got good graphics and features, but there are a few flaws to it. for example the season shop got ditched and ladder is way to annoying. The matchmaking in ladder is always against you when your gonna get to a new arena. Also the amount of overleveled players is insane, for e.g im in miners mine and some people have already gotten lvl 14 cards. All in all, its goodd but could use a few reworks."
Miry Padron,1,2025-10-11 03:45:48,"i am free to play OG, then I took a break but when i revisited, it seems this game just wants to suck every last penny out of my bank account. clash is a fun game, but it is getting way too pay to win. when I want to unlock an evo the free to play way, I need to play for 6 months. If I want to cook in my arena I have to pay. MAKE FREE TO PLAY EXPERIENCE BETTER!"
pozem,1,2025-10-02 02:53:55,"After installing the latest update my game crashes after 5 seconds of opening the app, even if I don't click anything (if I would then it would crash even faster), I've tried reinstalling because at first I thought that maybe it corrupted or something but it seems to just be something with the update"
Th3Gam3rGuY,1,2025-10-28 01:41:22,"Clash Royale is a very fun game to play to pass the time, and i havent even spent a cent on this game and i still enjoy it. But the matchmaking is absolutely unfair, you get paired up with someone who has a way higher arena card than you and it makes the game unfair to you. Its a pay to win and the card balancing system is unfair to most players. People shouldn't be able to get high arena cards when the players themselves are in arena 2. This game is unfair."
Tradan Alexander,1,2025-08-20 02:23:18,"This game is extremely pay to win. The matmaking is also terrible, placing you against opponents that are 2-3 levels above you, which incentiveses spending money and creates an endless cycle. Also, the servers are terrible and have extreme amounts of latency. Please do not install this game."
Marcus Gutierrez,3,2025-09-18 05:26:31,"this game is beyond repair. you switch up your deck and automatically go against your hard counter, and when you take away cards, you go against decks you should have beat with the cards you just took out.. Not to mention the waves of bots they will put you against. coincidentally, all of them will be your hard counter. The game always seems to have some type of broken mechanics. either cant process what to attack or hits wont register. it use to be fun but now its annoying"
Garrett,1,2025-09-30 03:42:55,"Not only is this game extremely unfair and pay to win, but I'm getting really tired of these frequent 1-5GB updates. I don't have that kind of storage on my phone. Last update I had to delete several apps and other applications. And now I have to do it again (made this review a few years ago... the game is even more pay to win now and updated about 30 more times. I've had to delete THOUSANDS of pictures and videos and hundreds of apps just to keep updating this atrocious game)"
Ari,4,2025-08-27 05:05:42,"I think this is a great game, but there are a few issues. For starters, progression can take a while. Free 2 play people like me suffer through a ton of wins after losses after wins after losses, etc. I've been stuck at arena 7 for 5 WEEKS, but I just got out. But I can see why this can just be contributed to me being bad, so this game gets 4 Stars. Also, buff evo wizard."
Cailyn Smit,2,2025-10-24 14:37:59,"I really enjoy the game, but every morning when I try to play, it’s always down for “maintenance.” It feels like there’s more time spent on maintenance than on actually playing. Please look into improving this."
Austin Frederick,1,2025-09-22 03:25:10,Don't bother playing this game if you don't want to spend. it is so pay to win at this point. Wasn't bad a while ago but now it's unplayable. Can't even play the game really without paying cause every game you go into has someone who just dropped $100 on it for the new evolution. or for 5000 epic cards to upgrade everything and then don't even bother trying after champions are involved someone drops $8 to $9 dollars per champion card and then boom nothing you can do. the game was fun but not now
Juan Ayon,1,2025-10-27 02:22:51,"Most people are toxic and it just ruins the game. getting beaten and some of your crowns are taken away And them spamming the emote it just makes things worse plus They should really fix the fact that they should probably not say she probably stopped. But for me, you should probably stop with me if you lose you. Get some more trophies taken away. Because it could get really annoying and sometimes lead to uninstallments."
Joonas Mitt,4,2025-11-05 03:03:57,amazing game but it is overall heavily p2w in the early game. late game gold is scarce and almost everything revolves around levels which can make winning difficult and thus also gaining gold rather hard.
Gabe Deaver,1,2025-09-19 05:35:12,"listen, I have been playing this game since 2018, and it has had its ups and downs. However, one thing that hasn't changed is the rigging. You can truly be the best let's say hog player in the world, but you will get matched up with megaknight and mini pekka 10 times in a row, like me. It is just unexeptable but I understand why they do it. Supercell is the greediest company on the market right now and I don't believe that will change for a while.I suggest playing until 6k trophies then quitting"
Pxylza,1,2025-09-20 19:41:42,"I get excited to play, I lose to a p2w or unfair matchup, my day gets worse. It's a constant cycle. My decks are consistently 2-3 levels lower than my opponents every single game, in clan wars it's genuinely impossible to win anything because of this. I levelled up to level 12 princess tower and now I face level 13s. It makes 0 sense. It feels like the game gives you horrible overlevelled matchups every single meaningful game, and you can't progress whatsoever because of it unless you pay."
Rohan Naveed,2,2025-09-20 03:13:14,"I have always enjoyed playing clash royale, been playing it for more than 6 years Just changed my phone and installed it on my new device but the game gets stuck on loading 75% or ""updating"" written in loading bar Also shows connection error after a long wait on the stuck screen, even if my internet connection is good and is able to run all other supercell games perfectly Please see to it whats wrong and fix this."
Caleb Grant,4,2025-10-16 07:46:27,"I absolutely love this game. I have been playing for a little over 3 months and I have been thoroughly impressed. The game mechanics are well thought out. The only thing is the paying. It makes it people in lower arenas have a harder time winning matches because these pay to play people swoop in and destroy my tower with a evolution baby dragon. It could lead people to quiting. My suggestion is to have two different matchmakings. One for people who pay, and one for people for free."
Liam,5,2025-10-23 00:25:04,"The brilliance of Clash Royale begins with its intuitive core gameplay. The objective is elegantly straightforward: destroy more of your opponent's towers than they destroy of yours within a limited time. Players simply drag and drop cards to deploy troops, spells, and buildings. This low barrier to entry ensures that newcomers can jump into the action without a steep learning curve, making the game instantly understandable. Ps, i used ai"
ethan stapleton,1,2025-10-29 19:16:18,"the games pay to win, I cant get anywhere without the game hinting at me making a micro transaction,and the game freezes up alot or doesn't let you place cards, you can't even get evo shards in the shop anymore without using real moeny, not to mention you could be fighting players with cards way higher level then yours, fix your game powercell"
Neji Chukhu,1,2025-10-12 21:57:15,The game keeps crashing mid match in my PC. After it crashes once I can't even start it again. The google playstore says it's optimized for PC but then I don't get why it keeps exiting the game itself every time I try to play it in my PC.
Jawahar Vijay,2,2025-10-21 14:16:11,I have been playing merge tactics bt still the game doesn't support for players who didn't pay for the pass royale wantedly the trophies are being reduced by the games algorithm when compared to players who pay for the pass this is utterly sad to players who have been playing for years no respect to players who are playing this game for more than 6 years
Brandon-Lee De Caires,1,2025-10-01 23:37:38,The game has honestly taken such a horrible turn... pay to win and super unbalanced unless you swipe card. game used to be good in the beginning but completely adopted the flex your bank account play style very sad to see. if you have mega knight in your deck like 90% of the rest of the players do you should be able to tank pretty much most cards because the people that balance this game have no clue what balancing means.
Woody,1,2025-10-16 19:53:57,List down my questions👇 play 3 seasons passes to lv 90 just to get a guaranteed evolution? opponents always levels above you? tokens don't work for the people who don't pay? always bad updates and op new evolutions? why creating tactics mode in clash royale to? The only thing i would actually appreciate is a new mode with all cards no Evolutions whatsoever and can only use princess as tower. therefore maybe i consider it an actual gameplay.
George D,3,2025-10-12 02:34:44,"This game is good except once you get to 5k crowns you start to go against people who are way over leveled. I'm at 6500 crowns with level 10 characters and I'm going against level 14 evolution characters with a king tower 2 level above my own. it's so outrageously pay to win that the pop ups are unavoidable, supercell have made it so impeccably hard to not pay to win it is a shame and it reminds me of another game that had the same issue ending with most of its players leaving. Disappointing."
Fortypayload123,1,2025-10-16 07:54:48,"Update for Loser was made by losers, not for losers. Still true months later... (also working really hard to delete those 1 star reviews). More pay to win than ever, level 15 = 2 evos... This game is trash man, don't bother playing. F2P is in the worst state its ever been. They year is 2025. over leveled Mega knight and hog rider are still the only thing you see. Boring ah game."
Ultranightmare Doom,1,2025-09-08 05:09:30,"game buckshot, once in arena 4 it becomes impossible to get trophies because the bots and actual people it puts you against have more trophies than you, as well as better cards to always counter it. Over all game now sucks, used to be good, don't recommend, unless you like to crash out."
Steve G,1,2025-09-08 14:43:58,"Data deleted due to inactivity which I accept and its part of t and c (although i did not reveive an email saying it would be deleted as it states) but I had hundreds of hours and paid real money into game which I have receipts for, I asked support if they can do anything to aid my rebuilding or give me a welcome back bonus I have accepted the lose of my original account but all I got every time was just an automated response, just shows supercell dont care about individual members"
Kevin Stawicki,1,2025-09-07 02:14:28,The game is just really hard to make progress. This game makes me feel like you have to spend money just to win. Everything I do the enemy just counters. I always get put up against people that actually pay money and can't even have equal fights.
Omar Ehab,4,2025-10-02 18:53:58,"i have one simple request, can you PLEASE make updating the game optional ? you see, i play clash royale on an old samsung phone and updates take a lot of space for me because mu phone doesn't have that much space and the things i can delete to make space are games that i have important save files one, so can you please make updates optional ? it can be bad for someone to lose their progres cuz they forgot to make a supercell ID and i don't think i've money to get a new phone. please do it :)"
Vimg,1,2025-09-26 21:43:32,"later into the game it's extremely pay to win and after winning about three to four times you will always get a match against someone playing a counter deck, or over leveled cards, so you just get slammed, and they suck really bad at balancing the game, releasing over powered cards then nerfing them a month later after people buy them, free to play is a absolute slog find a different game"
Ricardo,1,2025-09-19 15:23:34,"PAY TO WIN. I get destroyed playing people with higher lvl cards. It's absurd. Is it too much to ask to play someone my lvl cards or EVEN CLOSE? With 10 minute matchmaking you would think matchups. would be better. This is the definition of pay to win. If i can tell the guy has max cards, why can't your algorithms?its a simple "">"". Learn to code. This is daily. Do you even read these? After more of the same, this will stay 1 star forever, even future updates. Enjoy it, jerks. 1 star ratings: x22"
Trev P (Andre),1,2025-10-17 08:06:35,". trashhhh. trashhhhh. NERF every good player and a half second slow for elixir and drop time, if you don't pay.. TRASHHHHH TRASHHHHHHHH!! Been playing for years and dealt with the changes but now.. Straight trash 🗑 they nerf every player, Elixir is much slower. Seems like people who actually pay have the advantage every time now."
Rishaan Sharma,4,2025-10-24 03:04:51,"The game has fairly improved in a couple of months and is really fun to play, though the only setbacks are difficulty in maxing a card to level 15 and the game being in favor of p2w for fast progression...."
Dokie Col,1,2025-09-28 21:26:06,If you pay 12 bucks for Pass Royale then you instantly win the game. It's unfair when my opponent plays a level 14 prince in Arena 12. The game is in a state where nothing is balanced at this point. We only get a couple of lucky drops then the game just stops giving as if they don't want us to play for more the old version was way better but just needed tweaking. The game is a shell of the amazing game it used to be. Please for the love of god nerf prince.
Chase Roberts,1,2025-10-18 03:59:29,"Ranking systems are trash. If you use a good strategy, it won't matter. they match you with opponents; not based on relative strength. so you're either much stronger, or much weaker than your opponents. This actually discourages people to spend money (which im assuming is the businesses goal). The matchups should be based on mean level of the 8 cards you're using."
Justus Mawhinney,1,2025-09-28 13:05:05,so freaking garbage. the game has spammers and no skill. any card you play it's either mega knight or 3 towers placed in top. regret ever spending money on this game and never will again. save yourself the trouble and never download it. I hate this game so much. I wish it was never created. I want this game to shut down and for my money to be refunded. i hope none of you all get scammed like I did.
Amruth U,1,2025-09-29 10:44:26,New content with updates? No way supercell won't update anything unless it makes them money. This game is only fun for people who can pay a lot for in-game upgrades. Want to have a casual fun experience? No way you get 20 mega knight matches in a row(or any of the other Pay-to-win evo). Supercell's greed has sucked out all the joy from this game. It's just pay to win or suffer.
derek nelson,1,2025-09-29 21:04:02,"don't play this game, at least in warthunder, you can easily win against uptiered and premium vehicles if you know where to aim, in this game, everyone is pay to win, it's an automatic loss of the opponent has 1 or 2 evos and you have none depending on the evo, the company is full of greed, hence why level 11 king towers can face two level 14s in a row or have a level 12 player with level 15 cards. this company is just as bad as ubisoft. also clan wars sucks, no level fairness."
Google Is Evil,1,2025-08-19 16:14:35,"Total pay to win snoozefest. This only evens out once you get to about 8 or 9k trophies at which point the Engagement Optimized Matchmaking System will try to closely place your win rate at 50%. They claim that your deck doesn't play a factor but it kinda clearly does. If you have a solid deck that has one or two hard counters, you will see those counters more frequently than is statistically possible. If you point this out, people gaslight you because they think it's funny. I can't recommend."
Aaron Alejo,1,2025-10-13 20:32:06,"this game is a lot of fun with friends and family, but if you do not spend any money on this game, you will barely make any progress due to all of the pay to win deals in the shop which people buy at the lower arenas which makes it really hard to progress. this game is not balanced at all it's just a money grabber."
Hudson Pudelwitts,5,2025-10-26 02:15:33,"Everyone in the review section is talking about how you have to pay money to get evolutions. However, if the 6 or 7-year-old leaving those hateful reviews had any kind of patience at all, they would realize that if you play for three months semi-consistently, you're practically guaranteed a full evolution from the pass royale free evo wild shards. You can also pull wild shards or even a full-blown evolution from lucky chests. The game is free-to-play friendly, would recommend!"
Guilbertaris Evallo,2,2025-10-23 19:12:16,"Think about it, if you're at 14000 trophies, your opponent is level 15 with max cards, How can we keep up when we can't afford to spend? imagine lvl 14 vs lvl 15 with max cards?two evolution? that I dont have! And if you fight that aren't the same level for ex 13v14 or 14v15 I think the tower that has a low level should only lose a little trophy because that's not a fair match!##"
Eric,1,2025-09-12 22:21:23,"Having played this game pretty much since release, I can't recommend a game that has pretty much shifted to pay to win. If you want to reach max level, it is pretty much impossible unless you spend thousands of dollars just to play on a even playing field against other max players. Go ahead and play the game if you like facing people with higher level cards or if you plan to spend hundreds of dollars."
Rudy Romero,1,2025-10-12 00:17:20,"this app needs to be fully deleted from all platforms, supercell doesn't know how matchmaking works, and just letting players buy everything from the start makes it an even more horrible game, it's makes people who are free to play, or just playing for fun, want to break their phone."
Robokotkin -,3,2025-09-19 01:51:23,This is game is so pay to win that you will loose it after a while. I played this game for 4 years in ca 2015-2019 or so. Downloaded it again for a month or so again as i got greedy watching play on youtube. The game play is even more p2w than before. After you play to level 10-11 evolving the cards gets super difficult as free to play. But you will start to play against players (especially in clan wars) that have 2-4 level higher cards than you. It makes it impossible to win no matter what you
Mythical Twinkie,1,2025-09-22 06:24:09,"Matchmaking is clearly rigged. if you win too many matches, it only matches you against people with decks full of hard counters. what's the point in a training mode when the AI is given a deck full of universal hard counters. you cant get better/train when the opponent has nothing but hard counters because there's literally nothing you can do. there's a reason it'd called a hard counter."
Luke Smith,1,2025-10-20 02:37:11,"It would be a great game if it wasn't pay to win, and didn't make sure you always have a 50% win rate, and wasn't littered with bots. It's not very fun to play against a level 12 mega knight in spooky town, followed by a lobotomized tin can that has a deck comprised of only spells"
Hudson Pudelwitts,1,2025-08-23 02:52:49,"If you are somehow genuinely considering downloading and playing this trash can of a game, don't. It will destroy you. The first few arenas are fun because everybody is nice and silly and usually bad at the game, but as you progress to the mid-ladder arenas, that's where the trouble begins. I ran into uncountable p2w players, so much so, that i deleted this game. If you want ANY chance at maybe winning more than 3 games in a row at BEST, you better be ready to swipe swipe that credit card, kids."
Bing H,2,2025-11-02 01:07:58,The cards that are annoying all have synergy (i.e. megaknight + rocketeer). The game encourages pay-to-win by locking the new OP Evo cards behind a $10 paywall or 3 months of grinding 3 different battle passes. A single card upgrade from lvl 13 to lvl 14 costs 75k in gold and that can take a week or more to accumulate only if you consistently play daily.
Spxll,1,2025-09-01 23:26:44,"crazy how everyone just has thousands of dollars and is able to become level 11 with every card in only arena 7. and then playing 14 elixir in 4 seconds in the start of the game?? this game has never been fun, it only favors if you pay money to the company. I wouldnt recommend unless youre a multi-millionare and have money to waste on a stupid game like this"
Brian Gibbons,1,2025-09-03 02:38:28,"horrible new player experience. once you climb high enough(if you're good and free to play), you'll start playing people with 2-3 levels on you every game. want to go down trophies to face people who are your level? you can't. you get restricted in the highest arena you've got to. playing nothing but people overleveled every game so they bait you into buying cards from the shop or playing every day to get your cards up."
Julian Vasquez,1,2025-10-13 09:10:33,This game is much pay to win. You can get up to tower 8 or 9 with rares and legendaries but past that you pretty much either have to have rng on your side and giving you the next epic characters that are broken and overpowered or spend a lot of money to open chest to get them. You can get them without having to buying chest but your chances are slim to none so don't waste your time or money on this game this is still true in 2025
marina sutormina,1,2025-10-01 07:41:04,"The game is very fun at first, but very fast turns into pay to win experience, where it would take you literally years to farm levels on your cards. Prices are not ""micro"" at all. For being such a money grab the game has extremely poor tech support, where they not only not help you with bugs but even do not reply to tickets. Sad, but unless you are made of money, the game is unplayable despite of having great potential."
Colton Palmer,4,2025-08-26 21:46:22,"Supercell, I have played the game for almost 4 years. I can say you have changed the game for the worse as a f2p. You add all of these new cards and evolutions, but you make them harder and harder to obtain. I enjoy the addition of Lucky Drops to earn these, but feel that the game was most fun as a f2p when we earned chests for each game and 3 Lucky Drops daily. On top of that, having the Daily Shop brought back will make those limited modes more fun to play. Thank You"
_Harsh_ :/,5,2025-10-04 22:31:11,"8/10 personal opinion. been playing the game for 6+ years at the moment, taken many breaks in the middle. the game screams pay to win but c'mon it's not impossible and pretty fun to play! only problem is if you don't spend, you can't upgrade cards quick enough and me at level 14 and 8000 trophies i have only 2 cards level 14 and 10 ish at 13, rest all under leveled which is annoying."
Wicktrapp,1,2025-10-28 00:38:17,"The goblin barrell and the baby dragon cards are showing to me as ""not found"" . i don't understand what that's supposed to mean . My game is updated of course and i tried clearly app cache then restarting CR to see if it's how it should be . still no m please fix this issue asap . it's hard to play without thoese two key cards"
Branden Leaders,1,2025-09-27 05:50:42,"Freezes constantly. Loading into a match, my builds to 7, or occasionally 8.4, then the game freezes for about 30 seconds and I'm already losing/lost before I get to out a card down. Hasn't been fixed in the past few updates."
Creamy,3,2025-08-14 02:30:08,"I have played this game since 2019 and I loved it, sure it has one of the most toxic communities ever and sure its p2w at some moments but that does not take away from the beauty that used to be class Royale. These new updates, however, have completely ruined the game in my eyes as it now lacks what is used to make this game special in my eyes, which are the chests, this game will be one I will always play however even someone who loves this game such as I can't help but notice the decline."
Alon Sayag,3,2025-11-04 21:46:09,"The game has been becoming much more p2w recently, and there are level 11 people with max level cards left and right... the problem is matches like those require no strategy and the opponent can simply place overleveled troops and your low level towers have nothing to do against it. Most of these people do not even have a year played"
Amol Patthe,1,2025-10-05 01:11:54,"The game is not working properly. It either fails to load, crashes during startup, or freezes while playing. I have tried restarting the device and checking the internet connection, but the issue still persists. Please help resolve this problem as soon as possible."
Zuhayr Ahmed Abling Khan,1,2025-10-07 00:10:08,"trash game . game made for players who spend money . the game is addictive at the start and then you will slowly realize this game is truly unbalanced , this is because of the evolution cards that are overpowered. the times before evolution was fun players built their own strategy and skills but now build a High elixir deck and 3 crown the enemy in one push ( beatdown decks). unstoppable. for the others who think it's a skill issue let me tell you that no matter what ur defense needs some cash"
Trancurve playz,3,2025-08-17 20:00:37,"This game used to be a five star but since a couple years ago things have gone downhill. bad introduction of new cards, the overpowered releases on purpose for company profit, bad Evo distribution (giving it to cards which don't need it) and my newer issue of bad WiFi management for no reason, has been some of many issues this game has been having."
Mike,3,2025-09-09 19:29:27,"it's entertaining, and there are no ads, so that alone beats most other games I played. I don't like that 80% of the dice are more coins..early on. that may be helpful later, but when I am at level 10 and I have 5 guys between level 1 and 6 I wondering if the algorithm is not working. every card is helpful. if the point is to give more coins then have less dice because those and the chest are the only time to levelup and when i don't get a card I feel down and that it's going to be hard to win"
h,1,2025-08-23 03:57:45,"This game cuts off the internet for no reason. It makes you lose frequently to play consistently, and also a game that causes mental illness and stings very much, but if you pay money for the game you will win. If you don't pay for the game, you will suffer as much as I do. So I hope that the game will return to normal and be more balanced so that everyone can play fun and not bully and insult others."
Devan Smith,1,2025-10-04 06:51:47,"Its just pay to win. People can spend hundreds of dollars to max out decks in lower arenas, which they do often. It doesnt get better with time. Matchmaking doesnt take card levels into account. I have now faced multiple level 10 king tower opponents with level 13+ decks (usually megaknight) and nothing changes. its been like this for months and the devs will never solve this issue because theyre too worried about money."
Cooper Stone,1,2025-09-03 20:08:13,Never get this game. Supercell has killed the game for any f2p or low spenders. At a certain point in the game you get put up against the same decks over and over. They have a bad algorithm for match making and the game is filled with over leveled players.
Nathan Graham,1,2025-09-24 02:38:48,"Impressive how greedy developers can be! From what was once an incredible game, now I can't play ranked because I need to get to 15000+ trophies where everyone has full level 15 cards and towers. My log can't even kill princess anymore, how is this supposed to be fun? Honestly it's shameful, greed is humanity's biggest flaw, and these devs are a plague."
Mats Samuelsen-Magne,1,2025-09-11 02:40:16,This game makes me want to SMASH MY PHONE everytime i lose and thats not cincaraly a bad thing since the competition in this game is very exiting and fun but when it comes to the pay to win aspect of the game the game lacks creativity since there are offers that boost your competitive advantage. However despite this the game is fun and exciting to play. NERF THE PRINCE OR ELSE I WILL TRY TO BREAK MY PHONE.
Rishabh Saini,1,2025-10-08 20:44:14,The merge tactics mode sucks! It is so buggy especially in the random promotion modifier. Troops of one player would randomly switch with another player's troops. Troops would change spots due to lag or something with troops on bench. Supercell forgot a basic step of testing.. . Go vibe-coding!
Thinley Wangchuk,1,2025-08-13 23:49:21,"I've been loyal to this game for 6 years and every time I updated it becomes worse. This game only cares about money (pay to win). F this game, I know your algorithm makes us with no pass royal gamers harder. edit: my tower level is on level 11 but why am I always placed against a tower level higher than me. I'm always against level 12,13,14 and even 15 sometimes"
Alexander Alex,1,2025-10-18 18:36:16,"more then 7 years play this game , unfortunately the game is created in a way that they make you lose by lagging 0.3 mls enough to not put the hero counter the enemy, is for years they do this so you put more money in and they let you then to win , I don't recommend to take seriously this game because you all will be sad disappointed"
Crits Giggles,1,2025-09-30 07:32:08,"Still crashes reliably on my rooted phone, without any explanation as to why. Updates via any application store other than Google Play are failing more often lately. Still has great core gameplay, but the developers are either lazy or complicit with Google overreach."
King Kronos,2,2025-10-02 02:59:52,"The games good, played for 9 years now just im forced to quit after the most recent update. Ive got the S22 Ultra with 40gbs of space left, the game crashes whenever I try opening it & if I open through the app store it just redirects me back.. I contacted supercell & they told me I have to buy a whole new phone in order to continue playing?? Lost what was going to be a life long player, thanks supercell 👍"
Vghhh Bb,1,2025-10-23 22:29:15,"As a player who daily plays or grinds on this game,the state of the game is bad it is really annoying how p2w players will always have the upper hand, i have experienced playing against maxed 15 level cards in bone pit this speaks volume. i am not complaining, guess spending money is the way to play."
River Hand,2,2025-10-25 23:47:30,"Another pay to win. I can't win and always get knocked down by P2W players. Highly dislike games like this. It's an only money wanting game. At least there are no ads, but toxic emotes/players. If you have money, pay the game ig, but if you dont be ready or throw your phone."
Ryan Jacob,1,2025-09-08 06:03:41,"Very pay to win, basically no way of winning at the start of each season with all the pay you win players using the new broken card. After winning like 3-4 games with your deck, the game will find every player after that to just counter every card in your deck."
